Unnamed: 0,Match_id,Team,Over_num,Commentary,batsman,score,Commentary_new,Team_new,P2,P1,P1_FN,P1_LN,P2_FN,P2_LN,P1_FN_count,P1_LN_count,P2_FN_count,P2_LN_count
8776,7621139,KKR 1st Inns,11.0,"Chahal to Uthappa, no run, run-out chance missed! Uthappa is struggling out in the middle. The required run rate is out of their reach now! He was trying to flick the slider but got struck on his pads. Rana wanted a single but the striker wasn't up for it. Nitish was almost halfway down the track and had Chahal collected the throw from Parthiv, it would have been curtains for him",Chahal to Uthappa,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, run-out chance missed! {{BATSMAN}} is struggling out in the middle. The required run rate is out of their reach now! He was trying to flick the slider but got struck on his pads. Rana wanted a single but the striker wasn't up for it. Nitish was almost halfway down the track and had {{BOWLER}} collected the throw from Parthiv, it would have been curtains for him",KKR,Chahal,Uthappa,Uthappa,,Chahal,,7,,6,
8808,7621139,RCB 1st Inns,1.2,"Narine to Kohli, no run, KKR's LBW review. Narine gets this to rip in big, beats Kohli's flick and finds his front pad. Now, it's struck him in front of leg, it's hit the knee roll as well in a massive stride. But it's not needed much convincing for the bowler or DK to take it up. In fact it's missed the leg-stump by another cool two stumps",Narine to Kohli,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, KKR's LBW review. {{BOWLER}} gets this to rip in big, beats {{BATSMAN}}'s flick and finds his front pad. Now, it's struck him in front of leg, it's hit the knee roll as well in a massive stride. But it's not needed much convincing for the bowler or DK to take it up. In fact it's missed the leg-stump by another cool two stumps",RCB,Narine,Kohli,Kohli,,Narine,,5,,6,
9038,7225586,CSK 1st Inns,4.2,"Steyn to Kedar Jadhav, no run, inswinger on a length around leg-stump, Jadhav looks to get some tickle on that but fails to make any contact off the bat. It brushes the thigh pad and flies to PP to his left, Kohli checked with his bowler and keeper and then went up for the review",Steyn to Kedar Jadhav,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, inswinger on a length around leg-stump, {{BATSMAN}} looks to get some tickle on that but fails to make any contact off the bat. It brushes the thigh pad and flies to PP to his left, Kohli checked with his bowler and keeper and then went up for the review",CSK,Steyn,Kedar Jadhav,Kedar,Jadhav,Steyn,,5,6.0,5,
9060,7225586,RCB 1st Inns,19.3,"Dwayne Bravo to Moeen Ali, no run, that was full, wide, Moeen Ali threw his bat it and misses. There was a noise, MS went for the DRS but there was nothing on the UltraEdge. Mo continues..",Dwayne Bravo to Moeen Ali,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, that was full, wide, {{BATSMAN}} threw his bat it and misses. There was a noise, MS went for the DRS but there was nothing on the UltraEdge. Mo continues..",RCB,Dwayne Bravo,Moeen Ali,Moeen,Ali,Dwayne,Bravo,5,3.0,6,5.0
9136,7436247,RR 1st Inns,4.2,"Axar to Rahane, no run, Ishant spills a sitter! Embarrassing stuff from DC's senior man. Rahane shuffled well across for the sweep and skewed it aerially to short fine leg. Straightforward take but Ishant spills it. How costly will this be?",Axar to Rahane,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Ishant spills a sitter! Embarrassing stuff from DC's senior man. {{BATSMAN}} shuffled well across for the sweep and skewed it aerially to short fine leg. Straightforward take but Ishant spills it. How costly will this be?",RR,Axar,Rahane,Rahane,,Axar,,6,,4,
9240,6274749,RCB 1st Inns,1.1,"Shami to Kohli, no run, dropped! Hardus Viljeon is the fielder. Full and swinging into the pads, Kohli unleashes his whippy wrists and sends a dolly of a catch to mid-wicket where Viljeon makes an absolute Bisi Bele Bath (dal rice) out of it. Oh dear!",Shami to Kohli,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! Hardus Viljeon is the fielder. Full and swinging into the pads, {{BATSMAN}} unleashes his whippy wrists and sends a dolly of a catch to mid-wicket where Viljeon makes an absolute Bisi Bele Bath (dal rice) out of it. Oh dear!",RCB,Shami,Kohli,Kohli,,Shami,,5,,5,
9334,3681433,RR 1st Inns,6.0,"Narine to Smith, no run, Smith went for an across the line shot, and he was hit on the pads. He just managed to get an inside edge to it and that saved him there. An excellent over from Narine",Narine to Smith,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} went for an across the line shot, and he was hit on the pads. He just managed to get an inside edge to it and that saved him there. An excellent over from {{BOWLER}}",RR,Narine,Smith,Smith,,Narine,,5,,6,
9338,3681433,RR 1st Inns,7.5,"Narine to Riyan Parag, no run, Narine drops an absolute dolly. You can't expect an easier catch than this. And he has no one else to blame. It spins back into Riyan Parag who chips it straight back to Narine. But he wasn't expecting it at all and ends up spilling it",Narine to Riyan Parag,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BOWLER}} drops an absolute dolly. You can't expect an easier catch than this. And he has no one else to blame. It spins back into {{BATSMAN}} who chips it straight back to {{BOWLER}}. But he wasn't expecting it at all and ends up spilling it",RR,Narine,Riyan Parag,Riyan,Parag,Narine,,5,5.0,6,
9407,9570712,RR 1st Inns,6.4,"Rashid Khan to Livingstone, no run, Very fancy shot to attempt off someone like Rashid who fizzes the ball through. But the impact is probably just outside off which has saved him. SRH aren't convinced with the umpire's call, so they go for a review. Only to waste it. Flat leg-break just outside off, Livingstone wanted to scoop it over the keeper's head, but wasn't able to connect",Rashid Khan to Livingstone,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Very fancy shot to attempt off someone like {{BOWLER}} who fizzes the ball through. But the impact is probably just outside off which has saved him. SRH aren't convinced with the umpire's call, so they go for a review. Only to waste it. Flat leg-break just outside off, {{BATSMAN}} wanted to scoop it over the keeper's head, but wasn't able to connect",RR,Rashid Khan,Livingstone,Livingstone,,Rashid,Khan,11,,6,4.0
9530,7266994,KKR 1st Inns,5.2,"Malinga to Chris Lynn, no run, Pollard drops it! It was an off-cutter on a back of a length, Chris Lynn wanted to clear mid-off but he mistimed it badly. Pollard at mid-off dives dramatically to his right but fails to time his dive to perfection and ends up spilling it",Malinga to Chris Lynn,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Pollard drops it! It was an off-cutter on a back of a length, {{BATSMAN}} wanted to clear mid-off but he mistimed it badly. Pollard at mid-off dives dramatically to his right but fails to time his dive to perfection and ends up spilling it",KKR,Malinga,Chris Lynn,Chris,Lynn,Malinga,,5,4.0,7,
9721,6119894,MI 1st Inns,13.1,"Basil Thampi to Hardik Pandya, no run, fuller length delivery swerving down leg, Hardik shuffled a bit in a bid to flick it fine but couldn't make any contact. It skims the outer half of the pad en route to the keeper",Basil Thampi to Hardik Pandya,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, fuller length delivery swerving down leg, {{BATSMAN}} shuffled a bit in a bid to flick it fine but couldn't make any contact. It skims the outer half of the pad en route to the keeper",MI,Basil Thampi,Hardik Pandya,Hardik,Pandya,Basil,Thampi,6,6.0,5,6.0
9882,6649951,RCB 1st Inns,14.5,"Basil Thampi to Gurkeerat Singh, no run, SRH have gone for a review for a caught behind. There is surely gap between the bat and the pad. And I will be very surprised, if something comes up in UltraEdge. There is nothing on UltraEdge. And SRH will lose their review too. It was a brilliant delivery nevertheless, it was on a good length and it snaked back in after hitting the deck. Gurkeerat Singh played it down the wrong line and it went between his bat and pad. Manish Pandey strangely heard something and he was the one who pushes Williamson to go for the review!",Basil Thampi to Gurkeerat Singh,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, SRH have gone for a review for a caught behind. There is surely gap between the bat and the pad. And I will be very surprised, if something comes up in UltraEdge. There is nothing on UltraEdge. And SRH will lose their review too. It was a brilliant delivery nevertheless, it was on a good length and it snaked back in after hitting the deck. {{BATSMAN}} played it down the wrong line and it went between his bat and pad. Manish Pandey strangely heard something and he was the one who pushes Williamson to go for the review!",RCB,Basil Thampi,Gurkeerat Singh,Gurkeerat,Singh,Basil,Thampi,9,5.0,5,6.0
9938,1927753,CSK 1st Inns,11.3,"Tye to Raina, no run, a dipping slower delivery from Tye, Raina didn't pick it as he misses the flick and overbalances a touch. Tye was confident enough to convince his skipper to go for the review but it was confirmed by UltraEdge that there was a clear inside edge",Tye to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a dipping slower delivery from {{BOWLER}}, {{BATSMAN}} didn't pick it as he misses the flick and overbalances a touch. {{BOWLER}} was confident enough to convince his skipper to go for the review but it was confirmed by UltraEdge that there was a clear inside edge",CSK,Tye,Raina,Raina,,Tye,,5,,3,
9971,1927753,KXIP 1st Inns,13.3,"Dwayne Bravo to Pooran, no run, dropped by the substitute, Vijay! A wide and full one, Pooran gets forward and lashes it square, straight to Vijay at point where Vijay spills a rgulation chance",Dwayne Bravo to Pooran,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped by the substitute, Vijay! A wide and full one, {{BATSMAN}} gets forward and lashes it square, straight to Vijay at point where Vijay spills a rgulation chance",KXIP,Dwayne Bravo,Pooran,Pooran,,Dwayne,Bravo,6,,6,5.0
10110,7680387,SRH 1st Inns,0.1,"Boult to Saha, no run, excellent use of technology and Saha survives! Height was the factor that could have saved him but in the end, inside edge does. Was a lovely nipbacker from Boult that pinged Saha on the back pad. Didn't look dead plumb but the umpire was impressed and raised his finger. After a chat with Guptill, Saha opted for the DRS and it has saved him in the end",Boult to Saha,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, excellent use of technology and {{BATSMAN}} survives! Height was the factor that could have saved him but in the end, inside edge does. Was a lovely nipbacker from {{BOWLER}} that pinged {{BATSMAN}} on the back pad. Didn't look dead plumb but the umpire was impressed and raised his finger. After a chat with Guptill, {{BATSMAN}} opted for the DRS and it has saved him in the end",SRH,Boult,Saha,Saha,,Boult,,4,,5,
10113,7680387,SRH 1st Inns,10.3,"Mishra to Williamson, no run, a chance and Pant has dropped it, that was a regulation catch and Pant didn't go down with the ball - stood tall and fluffed it - the leg-break and Williamson pushed at it, straight in and out of Pant's gloves",Mishra to Williamson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a chance and Pant has dropped it, that was a regulation catch and Pant didn't go down with the ball - stood tall and fluffed it - the leg-break and {{BATSMAN}} pushed at it, straight in and out of Pant's gloves",SRH,Mishra,Williamson,Williamson,,Mishra,,10,,6,
10182,9969874,DC 1st Inns,19.1,"Jadeja to Boult, no run, flat and fast on off-stump, Boult forces it straight back at Jaddu who couldn't cling onto a return catch",Jadeja to Boult,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, flat and fast on off-stump, {{BATSMAN}} forces it straight back at Jaddu who couldn't cling onto a return catch",DC,Jadeja,Boult,Boult,,Jadeja,,5,,6,
10200,8026316,CSK 1st Inns,13.5,"Rahul Chahar to Watson, no run, oh is that a dropped chance? Yes it was. It's the set Watto. Full delivery on the stumps, Watson drives hard and hits it back at the bowler, who doesn't accept the offer",Rahul Chahar to Watson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, oh is that a dropped chance? Yes it was. It's the set Watto. Full delivery on the stumps, {{BATSMAN}} drives hard and hits it back at the bowler, who doesn't accept the offer",CSK,Rahul Chahar,Watson,Watson,,Rahul,Chahar,6,,5,6.0
10221,8026316,CSK 1st Inns,6.3,"McClenaghan to Raina, no run, Raina given out on the field, but he's reviewed it. He got into a terrible position against a cracking bouncer from McClenaghan, just left his hands up there, and according to umpire Gould it brushed his glove on the way. But there's nothing on Ultra-Edge. However, the third umpire still goes through to check if there's any visible deflection. That's interesting. Still, he can't find much to uphold the onfield call. So the decision will have to be overturned",McClenaghan to Raina,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} given out on the field, but he's reviewed it. He got into a terrible position against a cracking bouncer from {{BOWLER}}, just left his hands up there, and according to umpire Gould it brushed his glove on the way. But there's nothing on Ultra-Edge. However, the third umpire still goes through to check if there's any visible deflection. That's interesting. Still, he can't find much to uphold the onfield call. So the decision will have to be overturned",CSK,McClenaghan,Raina,Raina,,McClenaghan,,5,,11,
10250,8026316,MI 1st Inns,8.2,"Harbhajan to Ishan Kishan, no run, just short of Raina at cover, dropped short and wide of off, Kishan made room for the punch and didn't bother to keep it down, almost carried to cover as raina tumbled forward",Harbhajan to Ishan Kishan,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, just short of Raina at cover, dropped short and wide of off, {{BATSMAN}} made room for the punch and didn't bother to keep it down, almost carried to cover as raina tumbled forward",MI,Harbhajan,Ishan Kishan,Ishan,Kishan,Harbhajan,,5,6.0,9,
10272,5554057,CSK 1st Inns,18.5,"Bumrah to Dhoni, no run, Dhoni reviews a caught behind: You'd think when he reviews from behind the stumps, he'd know when he hasn't nicked it. It was the typical strategy -- short, incoming bouncer, which MS pulls and apparently gloves away to the keeper. Nope, clear daylight between glove and ball, and more daylight between bat and ball. But there was a noise, which probably was his clicking bat",Bumrah to Dhoni,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} reviews a caught behind: You'd think when he reviews from behind the stumps, he'd know when he hasn't nicked it. It was the typical strategy -- short, incoming bouncer, which MS pulls and apparently gloves away to the keeper. Nope, clear daylight between glove and ball, and more daylight between bat and ball. But there was a noise, which probably was his clicking bat",CSK,Bumrah,Dhoni,Dhoni,,Bumrah,,5,,6,
10294,5554057,MI 1st Inns,13.4,"Chawla to Saurabh Tiwary, no run, CSK review for LBW, but looks like it was missing off stump, or maximum shaving off stump. Umpire's call will do for the batsman. Was the googly, so tough to be out LBW from over the wicket, oh yes, ball-tracker says missing off stump. Tiwary went for the big sweep and missed",Chawla to Saurabh Tiwary,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, CSK review for LBW, but looks like it was missing off stump, or maximum shaving off stump. Umpire's call will do for the batsman. Was the googly, so tough to be out LBW from over the wicket, oh yes, ball-tracker says missing off stump. {{BATSMAN}} went for the big sweep and missed",MI,Chawla,Saurabh Tiwary,Saurabh,Tiwary,Chawla,,7,6.0,6,
10407,4286363,SRH 1st Inns,11.5,"Chahal to Manish Pandey, no run, the keeper got excited as soon as he caught the ball and that induced a review from Kohli. Big legbreak from Chahal and Pandey looked to flay it flat on the off-side, misses it by a whisker and there was a slightest bit of deviation after pitching which got RCB excited",Chahal to Manish Pandey,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, the keeper got excited as soon as he caught the ball and that induced a review from Kohli. Big legbreak from {{BOWLER}} and {{BATSMAN}} looked to flay it flat on the off-side, misses it by a whisker and there was a slightest bit of deviation after pitching which got RCB excited",SRH,Chahal,Manish Pandey,Manish,Pandey,Chahal,,6,6.0,6,
10446,3533313,CSK 1st Inns,17.3,"Tom Curran to du Plessis, no run, that's an inch-perfect yorker, dug-out from between his legs away to short fine leg - Faf is down, gets up and tries to run across, but there's a shy at the striker's end. Would've been out if it had hit...",Tom Curran to du Plessis,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, that's an inch-perfect yorker, {{BATSMAN}}g-out from between his legs away to short fine leg - Faf is down, gets up and tries to run across, but there's a shy at the striker's end. Would've been out if it had hit...",CSK,Tom Curran,du Plessis,du,Plessis,Tom,Curran,2,7.0,3,6.0
10619,5436138,RCB 1st Inns,3.5,"Shami to Finch, no run, Is Finch gone? The umpire has given him out caught behind. But Finch was quick to review it. That nipped in, Finch pushed at it and seems to have missed it. Mostly it went off the pads and into the keeper's gloves. Not out is the verdict and Finch is safe. Even he was safe on the LBW call as it was missing the wickets",Shami to Finch,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Is {{BATSMAN}} gone? The umpire has given him out caught behind. But {{BATSMAN}} was quick to review it. That nipped in, {{BATSMAN}} pushed at it and seems to have missed it. Mostly it went off the pads and into the keeper's gloves. Not out is the verdict and {{BATSMAN}} is safe. Even he was safe on the LBW call as it was missing the wickets",RCB,Shami,Finch,Finch,,Shami,,5,,5,
10648,2412742,CSK 1st Inns,2.3,"Nortje to Watson, no run, dropped. Pops out of Shaw's hands at square leg like a bar of soap. He got a lifeline when he was batting and now this. Karma eh? A strong wristy whip from Watson, hitting it on the up and straight to Shaw, who couldn't lock his hands in time and grasses it. Watson will breathe easy.. you can't drop these catches at this level",Nortje to Watson,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped. Pops out of Shaw's hands at square leg like a bar of soap. He got a lifeline when he was batting and now this. Karma eh? A strong wristy whip from {{BATSMAN}}, hitting it on the up and straight to Shaw, who couldn't lock his hands in time and grasses it. {{BATSMAN}} will breathe easy.. you can't drop these catches at this level",CSK,Nortje,Watson,Watson,,Nortje,,6,,6,
10722,1044503,SRH 1st Inns,3.5,"Cummins to Bairstow, no run, fullish just outside off, Bairstow sits low outside off looking to scoop it over short fine leg. Loses his balance and it flies off the pad to short third man. DK calls for it and grabs. Appeals and the finger went up. Bairstow knew he didn't hit it, so got it overturned",Cummins to Bairstow,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, fullish just outside off, {{BATSMAN}} sits low outside off looking to scoop it over short fine leg. Loses his balance and it flies off the pad to short third man. DK calls for it and grabs. Appeals and the finger went up. {{BATSMAN}} knew he didn't hit it, so got it overturned",SRH,Cummins,Bairstow,Bairstow,,Cummins,,8,,7,
10777,3434824,RCB 1st Inns,2.3,"Boult to Finch, no run, chance and Rohit has dropped it - fair to say, he has saved four runs - short and just outside off, Finch rocked back and drilled the pull, to the left of mid-wicket. Rohit moved across quickly, got both hands on the ball, but can't hold on",Boult to Finch,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, chance and Rohit has dropped it - fair to say, he has saved four runs - short and just outside off, {{BATSMAN}} rocked back and drilled the pull, to the left of mid-wicket. Rohit moved across quickly, got both hands on the ball, but can't hold on",RCB,Boult,Finch,Finch,,Boult,,5,,5,
10931,2173525,MI 1st Inns,17.0,"Shami to Pollard, no run, Pollard reviews! He was adjudged lbw here by the umpire, but he has straight away signaled for a review. Think there was some bat on it, as I look at the replays. Was a low full toss on leg that Pollard failed to middle. Luckily for him there was some bat on it. So the onfield decision has to be overturned. The original decision was out, hence although he got some bat on it, it will be called as a dead ball",Shami to Pollard,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BATSMAN}} reviews! He was adjudged lbw here by the umpire, but he has straight away signaled for a review. Think there was some bat on it, as I look at the replays. Was a low full toss on leg that {{BATSMAN}} failed to middle. Luckily for him there was some bat on it. So the onfield decision has to be overturned. The original decision was out, hence although he got some bat on it, it will be called as a dead ball",MI,Shami,Pollard,Pollard,,Shami,,7,,5,
10942,2173525,MI 1st Inns,2.0,"Shami to Rohit, no run, Mumbai review this given LBW: Full, straightening back in off the pitch, and Rohit's trapped on the front pad in his crease. But, but, the impact's in front of leg-stump, and ball-tracking shows it to be going down leg. False alarm, and Rohit will stay there",Shami to Rohit,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, Mumbai review this given LBW: Full, straightening back in off the pitch, and {{BATSMAN}}'s trapped on the front pad in his crease. But, but, the impact's in front of leg-stump, and ball-tracking shows it to be going down leg. False alarm, and {{BATSMAN}} will stay there",MI,Shami,Rohit,Rohit,,Shami,,5,,5,
11045,8969749,RR 1st Inns,18.5,"Udana to Jofra Archer, no run, chance of a run-out, but Udana has made a mess of it. Tewatia was almost at the striker's end when Archer asked him to go back. But, Udana couldn't get rid of the ball quickly. Had he gone for a direct-hit at the bowler's end, Tewatia could have been in trouble. The throw wasn't an impressive one, as he parried it away towards the fielder who was charging in from mid-off. Was delivered on the pads as Jofra Archer failed to connect his flick",Udana to Jofra Archer,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, chance of a run-out, but {{BOWLER}} has made a mess of it. Tewatia was almost at the striker's end when {{BATSMAN}} asked him to go back. But, {{BOWLER}} couldn't get rid of the ball quickly. Had he gone for a direct-hit at the bowler's end, Tewatia could have been in trouble. The throw wasn't an impressive one, as he parried it away towards the fielder who was charging in from mid-off. Was delivered on the pads as {{BATSMAN}} failed to connect his flick",RR,Udana,Jofra Archer,Jofra,Archer,Udana,,5,6.0,5,
11086,4947883,DC 1st Inns,19.5,"Russell to Hetmyer, no run, this is excellent stuff from Russell. Another short ball that is banged into the surface, he slants it across the left hander and Hetmyer cannot connect with the pull, the ball flies under his bat",Russell to Hetmyer,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, this is excellent stuff from {{BOWLER}}. Another short ball that is banged into the surface, he slants it across the left hander and {{BATSMAN}} cannot connect with the pull, the ball flies under his bat",DC,Russell,Hetmyer,Hetmyer,,Russell,,7,,7,
11136,4947883,KKR 1st Inns,6.3,"Mishra to Nitish Rana, no run, dropped! It was a return catch and Mishra has spilt it. Flighted around off, Rana leans forward and closes the bat face to work it into the leg-side, the leading edge pops to the right of the bowler, Mishra dives across and gets both hands, but the ball does not stick. He has also hurt his finger in the process..",Mishra to Nitish Rana,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, dropped! It was a return catch and {{BOWLER}} has spilt it. Flighted around off, {{BATSMAN}} leans forward and closes the bat face to work it into the leg-side, the leading edge pops to the right of the bowler, {{BOWLER}} dives across and gets both hands, but the ball does not stick. He has also hurt his finger in the process..",KKR,Mishra,Nitish Rana,Nitish,Rana,Mishra,,6,4.0,6,
11157,9843066,MI 1st Inns,18.0,"Sandeep Sharma to Hardik Pandya, no run, a loud shout for LBW and SRH will review. The angle means this ball must have pitched outside leg. Think so, can see all the three stumps, no bat for sure and UltraEdge confirms it. But it has pitched marginally outside leg and SRH lose their review. Good delivery to complete the spell, the slower dipping yorker from round the wicket, Hardik was looking to shovel it over the leg-side and is done by the late dip, struck low and in front of the leg-stump",Sandeep Sharma to Hardik Pandya,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a loud shout for LBW and SRH will review. The angle means this ball must have pitched outside leg. Think so, can see all the three stumps, no bat for sure and UltraEdge confirms it. But it has pitched marginally outside leg and SRH lose their review. Good delivery to complete the spell, the slower dipping yorker from round the wicket, {{BATSMAN}} was looking to shovel it over the leg-side and is done by the late dip, struck low and in front of the leg-stump",MI,Sandeep Sharma,Hardik Pandya,Hardik,Pandya,Sandeep,Sharma,6,6.0,7,6.0
11297,4491659,RCB 1st Inns,0.2,"Rabada to Finch, no run, Rabada drops it! Such an easy caught and bowled chance, but KG has put it down. Finch had chipped it right back to the bowler who got his palms to it, but nothing more. Maybe, he got deceived due to the trajectory as the ball was dipping on him",Rabada to Finch,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, {{BOWLER}} drops it! Such an easy caught and bowled chance, but KG has put it down. {{BATSMAN}} had chipped it right back to the bowler who got his palms to it, but nothing more. Maybe, he got deceived due to the trajectory as the ball was dipping on him",RCB,Rabada,Finch,Finch,,Rabada,,5,,6,
11318,4491659,RCB 1st Inns,5.3,"Nortje to de Villiers, no run, a direct-hit at the bowler's end and Kohli was gone! This was driven to Ashwin at mid-on by de Villiers and Kohli was almost halfway down the track. Ash had plenty of time to aim and go for the direct-hit at the bowler's end, but he couldn't pull it off",Nortje to de Villiers,NO RUN,"{{BOWLER}} to {{BATSMAN}}, no run, a direct-hit at the bowler's end and Kohli was gone! This was driven to Ashwin at mid-on by {{BATSMAN}} and Kohli was almost halfway down the track. Ash had plenty of time to aim and go for the direct-hit at the bowler's end, but he couldn't pull it off",RCB,Nortje,de Villiers,de,Villiers,Nortje,,2,8.0,6,
